"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02002696","Cherry Burton, Leconfield & Middleton","Lower heat risk","Lowest heat risk",1,0,2,213,638,8
"E02002697","Leven & Tickton","Lower heat risk","Lowest heat risk",1,0,3,254,947,10
"E02002698","Market Weighton","Lower heat risk","Lowest heat risk",2,1,3,463,843,7
"E02002699","Molescroft","Lower heat risk","Lowest heat risk",2,0,2,372,1246,9
"E02002700","Beverley North","Lower heat risk","Highest heat risk",3,1,1,314,478,3
"E02002701","Holme, Melbourne & Bubwith","Lower heat risk","Lowest heat risk",1,0,1,382,834,8
"E02002702","Beverley South","Lower heat risk","Medium heat risk",5,0,2,354,1239,7
"E02002703","Walkington, Bishop Burton & Woodmansey","Lower heat risk","Lowest heat risk",2,0,2,365,955,8
"E02002704","Aldbrough & Sproatley","Lower heat risk","Medium heat risk",0,0,0,217,834,9
"E02002705","Cottingham West","Lower heat risk","Lowest heat risk",2,4,1,368,948,8
"E02002706","Cottingham East","Lower heat risk","Lowest heat risk",3,0,4,322,866,5
"E02002707","South Cave, Newbald & Little Weighton","Lower heat risk","Lowest heat risk",2,0,2,201,815,7
"E02002708","Cottingham South & North Ella","Lower heat risk","Medium heat risk",3,0,0,164,1077,6
"E02002709","Gilberdyke & North Cave","High heat, not enhanced risk","Lowest heat risk",1,0,1,313,770,6
"E02002710","Willerby","Lower heat risk","Lowest heat risk",2,0,1,283,881,9
"E02002711","Kirk Ella","Lower heat risk","Lowest heat risk",6,0,2,336,1200,9
"E02002712","Hedon & Preston","Lower heat risk","Medium heat risk",9,0,3,258,974,4
"E02002714","Withernsea West & Keyingham","Lower heat risk","Medium heat risk",1,0,3,340,873,7
"E02002715","Brough","High heat, not enhanced risk","Lowest heat risk",4,0,4,578,1108,9
"E02002716","Burstwick & Thorngumbald","Lower heat risk","Lowest heat risk",2,0,2,305,928,7
"E02002717","Hessle East & Anlaby South","Lower heat risk","Medium heat risk",2,2,4,405,667,5
"E02002718","North Ferriby & Swanland","High heat, not enhanced risk","Lowest heat risk",3,0,1,371,1059,9
"E02002719","Hessle West","Lower heat risk","Lowest heat risk",9,1,2,433,799,3
"E02002720","Howden South & Goole North","High heat, not enhanced risk","Lowest heat risk",3,2,4,279,807,6
"E02002721","Howden North, Eastrington & Swinefleet","High heat, not enhanced risk","Medium heat risk",2,0,2,328,687,5
"E02002722","Withernsea East & Patrington","Lower heat risk","Highest heat risk",6,0,1,331,950,2
"E02002723","Goole West","High heat and enhanced risk","Highest heat risk",9,0,2,477,789,3
"E02002724","Goole East","High heat and enhanced risk","Highest heat risk",4,0,3,562,467,3
"E02002725","Snaith","High heat, not enhanced risk","Lowest heat risk",5,0,2,291,709,4
"E02006814","Anlaby Common","Lower heat risk","Lowest heat risk",0,0,1,363,725,7
"E02006891","Driffield East & Nafferton","Lower heat risk","Lowest heat risk",2,0,1,370,933,7
"E02006892","Driffield Central","Lower heat risk","Highest heat risk",3,0,2,296,858,3
"E02006131","Mayfield, Rocester & Bramshall","High heat, not enhanced risk","Lowest heat risk",5,0,1,341,875,6
"E02006132","Uttoxeter Heath","High heat, not enhanced risk","Lowest heat risk",2,0,2,442,553,4
"E02006133","Uttoxeter Town","High heat, not enhanced risk","Lowest heat risk",3,0,1,329,634,4
"E02006134","Rolleston-on-Dove & Tutbury","Lower heat risk","Lowest heat risk",3,0,3,515,1127,6
"E02006135","Burton Stretton","Lower heat risk","Lowest heat risk",0,0,1,302,855,8
"E02006136","Abbots Bromley, Yoxall & Marchington","Lower heat risk","Lowest heat risk",4,0,2,285,1129,7
"E02006137","Burton Horninglow","High heat and enhanced risk","Highest heat risk",5,1,2,542,752,2
"E02006138","Burton Eton Park","High heat and enhanced risk","Highest heat risk",1,0,2,675,254,5
"E02006139","Burton Shobnall","High heat and enhanced risk","Highest heat risk",4,0,4,616,305,1
"E02006140","Burton Winshill","High heat, not enhanced risk","Medium heat risk",11,0,1,432,757,3
"E02006141","Burton Central","High heat and enhanced risk","Highest heat risk",1,0,5,986,404,1
"E02006142","Burton Brizlincote","High heat, not enhanced risk","Lowest heat risk",4,0,0,235,543,8
"E02006143","Branston","High heat, not enhanced risk","Lowest heat risk",2,0,2,640,606,5
"E02006144","Burton Stapenhill","High heat and enhanced risk","Highest heat risk",5,0,3,493,588,1
"E02006145","Barton-under-Needwood","Lower heat risk","Lowest heat risk",1,0,2,243,722,9
"E02006302","Gunton East, Corton & Somerleyton","Lower heat risk","Lowest heat risk",4,0,1,182,1060,6
"E02006303","Gunton West","Lower heat risk","Highest heat risk",2,0,0,400,653,2
"E02006304","Oulton","Lower heat risk","Medium heat risk",1,1,0,361,1206,5
"E02006305","Lowestoft Central","Lower heat risk","Highest heat risk",3,0,2,683,485,2
"E02006306","Normanston & Oulton Broad East","Lower heat risk","Medium heat risk",1,0,2,328,892,4
"E02006308","Lowestoft Harbour & Kirkley","Lower heat risk","Highest heat risk",7,0,1,428,585,1
"E02006307","Oulton Broad West","Lower heat risk","Lowest heat risk",3,0,1,224,1230,6
"E02006310","Carlton Colville","Lower heat risk","Lowest heat risk",1,2,0,395,789,8
"E02006309","Pakefield North","Lower heat risk","Medium heat risk",3,0,1,277,972,4
"E02006311","Beccles","Lower heat risk","Medium heat risk",4,0,3,310,1208,4
"E02006312","Worlingham & Barnby","Lower heat risk","Lowest heat risk",0,0,1,300,1090,7
"E02006313","Pakefield South & Kessingland","Lower heat risk","Medium heat risk",2,0,0,392,1458,6
"E02006314","Bungay & the Saints","Lower heat risk","Medium heat risk",3,0,1,306,973,6
"E02006315","Southwold, Reydon & Wrentham","Lower heat risk","Medium heat risk",3,0,0,216,1002,6
"E02006316","Halesworth & Wangford","Lower heat risk","Medium heat risk",2,0,2,248,1192,5
"E02006287","Yoxford, Wenhaston & Walberswick","Lower heat risk","Medium heat risk",1,0,1,200,948,8
"E02006288","Framlingham & Hacheston","Lower heat risk","Lowest heat risk",3,0,3,392,1253,10
"E02006289","Saxmundham & Coldfair Green","Lower heat risk","Medium heat risk",2,0,2,467,1301,7
"E02006290","Leiston & Aldeburgh","Lower heat risk","Medium heat risk",3,0,1,373,1259,5
"E02006291","Wickham Market & Melton","Lower heat risk","Lowest heat risk",2,0,3,303,1002,10
"E02006292","Westerfield, Grundisburgh & Bredfield","Lower heat risk","Lowest heat risk",2,0,2,212,796,10
"E02006294","Woodbridge","Lower heat risk","Medium heat risk",5,0,1,266,1460,7
"E02006293","Rendlesham, Orford & Hollesley","Lower heat risk","Lowest heat risk",3,0,2,484,1019,7
"E02006295","Kesgrave West & Rushmere","High heat, not enhanced risk","Lowest heat risk",1,0,1,390,1205,9
"E02006296","Kesgrave East & Martlesham","Lower heat risk","Lowest heat risk",1,0,3,610,1194,9
"E02006297","Bixley, Warren Heath & Nacton","Lower heat risk","Lowest heat risk",1,1,1,248,1025,10
"E02006298","Trimley & Kirton","Lower heat risk","Lowest heat risk",1,0,1,420,830,6
"E02006299","Felixstowe East","Lower heat risk","Lowest heat risk",6,0,1,224,1611,7
"E02006300","Felixstowe West","Lower heat risk","Medium heat risk",1,0,2,484,706,5
"E02006301","Felixstowe Seafront","Lower heat risk","Highest heat risk",7,0,2,254,929,3
"E02004356","Langney West","High heat, not enhanced risk","Medium heat risk",2,0,3,353,583,6
"E02004357","Hampden Park North","High heat, not enhanced risk","Medium heat risk",1,0,0,457,531,5
"E02004358","Langney East","Lower heat risk","Highest heat risk",3,0,1,410,999,6
"E02004359","Hampden Park South","High heat, not enhanced risk","Medium heat risk",6,0,1,292,1106,4
"E02004361","Ratton","High heat, not enhanced risk","Medium heat risk",4,0,1,377,951,5
"E02004362","Roselands","Lower heat risk","Medium heat risk",1,0,3,491,667,7
"E02004363","Upperton","High heat and enhanced risk","Highest heat risk",17,2,4,319,985,4
"E02004364","Old Town & Motcombe","High heat, not enhanced risk","Medium heat risk",7,0,3,310,1046,8
"E02004365","Pier","Lower heat risk","Highest heat risk",1,0,2,497,270,1
"E02004366","King Edward's Parade","High heat and enhanced risk","Highest heat risk",11,0,4,309,1166,4
"E02004367","Meads","High heat and enhanced risk","Highest heat risk",8,0,3,163,1737,6
"E02006857","St Anthony's Hill","Lower heat risk","Medium heat risk",1,0,2,422,1062,8
"E02006858","Sovereign Harbour","Lower heat risk","Medium heat risk",0,0,2,240,820,9
"E02004712","Hiltingbury","High heat, not enhanced risk","Lowest heat risk",3,1,3,321,1264,10
"E02004713","Chandler's Ford East","High heat, not enhanced risk","Lowest heat risk",1,0,1,361,878,10
"E02004714","Chandler's Ford West","High heat, not enhanced risk","Lowest heat risk",3,0,4,294,936,9
"E02004715","Boyatt Wood","High heat, not enhanced risk","Lowest heat risk",1,0,3,554,731,8
"E02004716","Bishopstoke","High heat, not enhanced risk","Lowest heat risk",2,0,0,447,737,9
"E02004717","Eastleigh West","High heat, not enhanced risk","Medium heat risk",1,0,2,889,673,5
"E02004718","Central Eastleigh","High heat, not enhanced risk","Medium heat risk",2,0,4,514,413,8
"E02004719","Fair Oak","Lower heat risk","Lowest heat risk",4,0,2,712,982,7
"E02004720","West End & Chartwell Green","Lower heat risk","Lowest heat risk",6,0,3,530,1360,6
"E02004721","Hedge End North & Botley North","High heat, not enhanced risk","Lowest heat risk",4,0,1,909,394,10
"E02004722","Hedge End Wildern & Botley South","High heat, not enhanced risk","Medium heat risk",2,0,1,306,803,4
"E02004723","Hedge End South","High heat, not enhanced risk","Lowest heat risk",4,0,4,499,1090,8
"E02004724","Lowford","High heat, not enhanced risk","Lowest heat risk",5,0,3,700,583,5
"E02004725","Netley","High heat, not enhanced risk","Lowest heat risk",5,0,1,204,647,5
"E02004726","Hamble-le-Rice","High heat, not enhanced risk","Lowest heat risk",1,0,1,283,619,9
"E02004008","Langwathby, Kirkoswald & Alston Moor","Lower heat risk","Lowest heat risk",1,0,2,249,650,9
"E02004009","Hesket, Lazonby & Skelton","Lower heat risk","Medium heat risk",0,0,2,280,639,9
"E02004010","Penrith Central & West","Lower heat risk","Highest heat risk",2,1,2,337,745,3
"E02004011","Penrith Outer","Lower heat risk","Lowest heat risk",3,0,2,460,1351,8
"E02004012","Askham, Ullswater & Greystoke","Lower heat risk","Lowest heat risk",0,0,3,202,652,10
"E02004013","Appleby, Shap & Kirkby Thore","Lower heat risk","Lowest heat risk",1,0,1,374,1151,8
"E02004014","Kirkby Stephen, Tebay & Brough","Lower heat risk","Lowest heat risk",2,0,2,274,950,9
"E02006317","West Molesey North","High heat, not enhanced risk","Medium heat risk",1,0,1,381,620,6
"E02006318","East Molesey","High heat, not enhanced risk","Lowest heat risk",2,0,5,462,607,10
"E02006319","West Molesey South","High heat, not enhanced risk","Medium heat risk",1,1,0,482,475,6
"E02006320","Walton North & Molesey Heath","High heat, not enhanced risk","Medium heat risk",0,0,2,586,399,6
"E02006321","Thames Ditton","High heat, not enhanced risk","Lowest heat risk",5,0,4,366,552,7
"E02006322","Long Ditton","High heat, not enhanced risk","Lowest heat risk",0,0,2,386,402,10
"E02006323","Walton Central","High heat, not enhanced risk","Medium heat risk",0,0,4,549,758,9
"E02006324","Walton East","High heat, not enhanced risk","Medium heat risk",2,0,0,602,479,8
"E02006325","Hinchley Wood & Weston Green","High heat, not enhanced risk","Lowest heat risk",1,0,5,454,699,10
"E02006326","Walton Hersham Road","High heat, not enhanced risk","Medium heat risk",2,0,2,557,564,9
"E02006327","Oatlands","High heat, not enhanced risk","Lowest heat risk",1,0,1,363,793,10
"E02006328","Weybridge Riverside","High heat, not enhanced risk","Medium heat risk",2,0,7,496,726,8
"E02006329","Esher","High heat, not enhanced risk","Lowest heat risk",3,0,1,323,696,10
"E02006330","Hersham","High heat, not enhanced risk","Medium heat risk",1,0,7,619,972,7
"E02006331","Claygate","High heat, not enhanced risk","Lowest heat risk",1,0,3,357,712,10
"E02006332","Weybridge St George's Hill","Lower heat risk","Lowest heat risk",5,0,1,327,584,6
"E02006333","Cobham","Lower heat risk","Lowest heat risk",3,0,7,452,929,10
"E02006334","Oxshott & Stoke D'Abernon","Lower heat risk","Lowest heat risk",3,0,0,415,814,10
"E02000277","Bullsmoor & Freezywater","High heat and enhanced risk","Highest heat risk",1,0,0,475,444,6
"E02000278","Turkey Street","High heat and enhanced risk","Highest heat risk",3,0,2,543,463,2
"E02000279","Enfield Lock","High heat and enhanced risk","Highest heat risk",1,0,2,910,265,6
"E02000280","Chase & Crews Hill","High heat and enhanced risk","Highest heat risk",1,0,4,589,676,6
"E02000281","Carterhatch & Forty Hall","High heat and enhanced risk","Highest heat risk",3,0,1,638,470,4
"E02000282","Enfield Wash","High heat and enhanced risk","Highest heat risk",1,0,1,768,281,3
"E02000283","Brimsdown Avenue","High heat and enhanced risk","Highest heat risk",2,0,0,494,401,9
"E02000284","Chase Side","High heat, not enhanced risk","Medium heat risk",2,0,2,557,549,10
"E02000285","Enfield Town North","High heat, not enhanced risk","Medium heat risk",0,0,0,364,577,10
"E02000286","Chase Farm & The Ridgeway","High heat and enhanced risk","Highest heat risk",1,4,2,505,920,8
"E02000287","Cockfosters & Hadley Wood","High heat, not enhanced risk","Lowest heat risk",2,0,1,383,916,10
"E02000288","Southbury East","High heat and enhanced risk","Highest heat risk",1,0,2,879,481,5
"E02000289","World's End","High heat, not enhanced risk","Lowest heat risk",0,0,2,309,621,10
"E02000290","Brimsdown & Ponders End","High heat and enhanced risk","Highest heat risk",1,0,0,546,215,4
"E02000291","Enfield Town South & Bush Hill Park","High heat and enhanced risk","Highest heat risk",6,0,5,668,757,3
"E02000292","Southbury West","High heat, not enhanced risk","Medium heat risk",2,0,1,658,572,8
"E02000293","Grange Park","High heat, not enhanced risk","Lowest heat risk",4,0,5,297,728,10
"E02000294","Ponders End South","High heat and enhanced risk","Highest heat risk",2,0,0,527,505,5
"E02000295","Oakwood Park & Highlands","High heat, not enhanced risk","Medium heat risk",3,1,6,519,726,8
"E02000296","Southgate","High heat and enhanced risk","Highest heat risk",5,0,5,597,869,6
"E02000297","Bury Street West & Village Road","High heat, not enhanced risk","Medium heat risk",4,0,4,537,904,10
"E02000298","Winchmore Hill","High heat, not enhanced risk","Lowest heat risk",6,0,3,479,690,10
"E02000299","Lower Edmonton North","High heat and enhanced risk","Highest heat risk",1,0,3,617,454,4
"E02000300","Haslebury North","High heat and enhanced risk","Highest heat risk",2,1,1,638,372,5
"E02000301","Lower Edmonton South","High heat and enhanced risk","Highest heat risk",2,0,2,627,350,8
"E02000302","Palmers Green East","High heat, not enhanced risk","Medium heat risk",2,0,1,480,678,8
"E02000303","Haslebury South","High heat and enhanced risk","Highest heat risk",3,0,3,549,336,6
"E02000304","Southgate Green","High heat, not enhanced risk","Medium heat risk",4,0,3,415,766,9
"E02000305","Palmers Green West","High heat and enhanced risk","Highest heat risk",8,0,2,521,530,6
"E02000306","Edmonton Green","High heat and enhanced risk","Highest heat risk",0,0,2,592,278,4
"E02000307","Tatem Park","High heat and enhanced risk","Highest heat risk",0,0,3,621,484,9
"E02000308","New Southgate & Arnos Grove","High heat and enhanced risk","Highest heat risk",1,0,0,499,447,9
"E02000309","Upper Edmonton East & Meridian Water","High heat and enhanced risk","Highest heat risk",3,0,0,807,411,2
"E02000311","Bowes","High heat and enhanced risk","Highest heat risk",1,0,1,594,580,8
"E02000312","Broomfield Park","High heat and enhanced risk","Highest heat risk",3,0,2,811,661,8
"E02006793","Upper Edmonton West","High heat and enhanced risk","Highest heat risk",1,2,0,602,316,1
"E02004527","North Weald, Matching & Sheering","High heat, not enhanced risk","Medium heat risk",0,0,2,448,944,6
"E02004528","Roydon, Lower Nazeing & Epping Green","High heat, not enhanced risk","Lowest heat risk",0,0,0,428,948,8
"E02004529","Fyfield, High Ongar & Stapleford Abbotts","Lower heat risk","Medium heat risk",0,1,1,351,682,9
"E02004530","Chipping Ongar","Lower heat risk","Medium heat risk",0,0,6,437,773,8
"E02004531","Epping North","High heat, not enhanced risk","Lowest heat risk",2,1,1,455,652,6
"E02004532","Epping South","High heat, not enhanced risk","Medium heat risk",1,0,1,394,658,7
"E02004533","Waltham Abbey North","High heat and enhanced risk","Highest heat risk",2,1,3,453,713,2
"E02004534","Waltham Abbey South","High heat, not enhanced risk","Medium heat risk",2,0,1,644,627,6
"E02004535","Waltham Abbey West & Outer","High heat, not enhanced risk","Medium heat risk",4,0,6,347,612,4
"E02004536","Theydon Bois & Abridge","High heat, not enhanced risk","Lowest heat risk",1,0,2,283,657,7
"E02004537","Loughton East","High heat and enhanced risk","Highest heat risk",0,0,1,649,459,4
"E02004538","Loughton North","High heat, not enhanced risk","Lowest heat risk",4,0,2,514,960,8
"E02004539","Loughton South","High heat, not enhanced risk","Medium heat risk",0,0,1,535,496,7
"E02004540","Loughton West","High heat, not enhanced risk","Lowest heat risk",0,0,3,364,517,10
